,Visible,Subjective,Action,Story,Meta,Irrelevant,Other,When,Where,How,Comment
3560,0,0,0,0,0,0,1,0,0,0,text
3561,1,0,0,0,1,0,0,1,0,0,nan
3562,0,0,0,0,1,0,0,0,1,1,nan
3563,0,0,0,0,0,0,1,0,0,0,text
3564,0,0,0,1,0,0,0,0,0,0,nan
3565,1,0,0,0,1,0,0,1,0,1,nan
3566,1,0,1,0,1,0,0,0,1,0,nan
3567,1,0,1,0,1,0,0,1,0,0,nan
3568,0,0,0,1,0,0,0,0,0,0,nan
3569,0,0,0,1,0,0,0,0,0,0,nan
3570,0,0,0,1,0,0,0,0,0,0,nan
3571,0,0,0,1,0,0,0,0,0,0,nan
3572,0,0,0,0,0,0,1,0,0,0,text
3573,0,0,0,1,0,0,0,0,0,0,nan
3574,0,0,0,1,0,0,0,0,0,0,nan
3575,1,0,0,1,0,0,0,0,0,0,nan
3576,1,0,0,0,1,0,0,0,0,1,nan
3577,1,0,0,0,1,0,0,0,1,0,nan
3578,0,0,0,1,0,0,0,0,0,0,nan
3579,1,0,1,0,1,0,0,0,0,1,nan
3580,1,0,1,0,1,0,0,0,1,0,nan
3581,1,0,1,0,0,0,0,0,0,0,nan
3582,1,0,1,0,1,0,0,0,0,1,nan
3583,1,0,1,0,0,0,0,0,0,0,nan
3584,1,0,1,0,1,0,0,0,1,0,nan
3585,1,0,0,1,1,0,0,0,1,0,nan
3586,0,0,0,0,0,0,1,0,0,0,text
3587,1,1,0,0,1,0,0,0,0,1,nan
3588,0,0,0,1,0,0,0,0,0,0,nan
3589,1,0,1,0,1,0,0,0,1,0,nan
3590,1,0,0,0,0,0,0,0,0,0,nan
3591,0,0,0,0,0,0,1,0,0,0,text
3592,0,0,0,1,0,0,0,0,0,0,nan
3593,0,0,0,1,0,0,0,0,0,0,nan
3594,0,0,0,1,0,0,0,0,0,0,nan
3595,0,0,0,0,0,0,1,0,0,0,text
3596,0,0,0,1,0,0,0,0,0,0,nan
3597,1,0,0,0,1,0,0,0,1,0,nan
3598,0,0,0,1,0,0,0,0,0,0,nan
3599,1,0,1,0,1,0,0,0,1,0,nan
3600,0,0,0,0,0,0,1,0,0,0,text
3601,1,0,1,0,1,0,0,0,1,0,nan
3602,1,0,1,0,0,0,0,0,0,0,nan
3603,0,0,0,0,0,1,0,0,0,0,nan
3604,0,0,0,0,0,0,1,0,0,0,text
3605,1,0,1,0,1,0,0,0,1,0,nan
3606,1,0,1,0,1,0,0,0,0,1,nan
3607,1,0,0,0,0,0,0,0,0,0,nan
3608,1,0,0,0,1,0,0,0,1,1,nan
3609,1,0,0,0,1,0,0,0,1,1,nan
3610,0,0,0,0,0,0,1,0,0,0,text
3611,1,0,0,0,0,0,0,0,0,0,nan
3612,0,0,0,1,0,0,0,0,0,0,nan
3613,1,0,0,0,0,0,0,0,0,0,nan
3614,1,0,0,0,1,0,0,1,0,0,nan
3615,1,0,1,0,1,0,0,1,1,0,nan
3616,1,0,0,1,1,0,0,0,0,1,nan
3617,0,0,0,0,0,0,1,0,0,0,odd? but not entirely irrelevant? 
3618,0,0,0,0,0,0,1,0,0,0,text
3619,0,0,0,1,0,0,0,0,0,0,nan
3620,0,0,0,1,0,0,0,0,0,0,nan
3621,1,0,1,0,1,0,0,0,1,0,nan
3622,1,0,0,1,0,0,0,0,0,0,nan
3623,0,0,0,0,0,1,0,0,0,0,nan
3624,0,0,0,0,0,0,1,0,0,0,text
3625,1,0,0,0,1,0,0,0,0,1,nan
3626,1,0,1,0,1,0,0,1,1,0,nan
3627,0,0,0,0,0,0,1,0,0,0,text
3628,1,0,0,0,1,0,0,0,1,0,nan
3629,0,0,0,0,0,0,1,0,0,0,text
3630,1,0,0,1,0,0,0,0,0,0,nan
3631,1,0,1,1,0,0,0,0,0,0,nan
3632,1,0,0,0,0,0,0,0,0,0,nan
3633,1,0,1,0,0,0,0,0,0,0,nan
3634,0,0,0,1,0,0,0,0,0,0,nan
3635,1,0,0,0,0,0,0,0,0,0,nan
3636,0,0,0,0,0,0,1,0,0,0,text
3637,0,0,0,0,0,0,1,0,0,0,text
3638,0,0,0,1,0,0,0,0,0,0,nan
3639,1,0,1,0,0,0,0,0,0,0,nan
3640,0,0,0,0,0,0,1,0,0,0,text
3641,0,0,0,1,0,0,0,0,0,0,nan
3642,0,0,0,0,0,1,0,0,0,0,nan
3643,0,0,0,0,0,0,1,0,0,0,text
3644,0,0,0,0,0,0,1,0,0,0,text
3645,1,0,0,0,1,0,0,0,1,0,nan
3646,1,0,1,0,1,0,0,1,0,0,nan
3647,0,0,0,1,0,0,0,0,0,0,nan
3648,1,0,1,0,1,0,0,1,0,0,nan
3649,1,0,1,1,0,0,0,0,0,0,nan
3650,1,0,0,0,0,0,0,0,0,0,nan
3651,1,0,1,0,0,0,0,0,0,0,nan
3652,1,0,1,0,1,0,0,1,0,0,nan
3653,0,0,0,1,0,0,0,0,0,0,nan
3654,0,0,0,1,0,0,0,0,0,0,nan
3655,0,0,0,0,0,0,1,0,0,0,text
3656,0,0,0,0,0,0,1,0,0,0,text
3657,1,0,0,0,0,0,0,0,0,0,nan
3658,0,0,0,0,0,0,1,0,0,0,text
3659,1,0,0,0,1,0,0,0,0,1,nan
3660,1,0,0,0,1,0,0,1,0,0,nan
3661,1,0,1,0,1,0,0,0,1,0,nan
3662,1,0,0,0,1,0,0,1,0,0,nan
3663,0,0,0,1,0,0,0,0,0,0,nan
3664,1,0,0,0,1,0,0,0,1,0,nan
3665,1,0,1,0,1,0,0,0,1,0,nan
3666,0,0,0,1,0,0,0,0,0,0,nan
3667,1,0,1,1,0,0,0,0,0,0,nan
3668,1,0,0,1,1,0,0,0,0,1,nan
3669,0,0,0,0,0,1,0,0,0,0,nan
3670,0,0,0,0,0,1,0,0,0,0,nan
3671,0,0,0,0,0,0,1,0,0,0,text
3672,1,0,0,0,1,0,0,0,0,1,nan
3673,1,0,0,1,0,0,0,0,0,0,nan
3674,1,0,0,0,1,0,0,0,1,0,nan
3675,1,0,1,0,0,0,0,0,0,0,nan
3676,1,0,0,0,1,0,0,0,1,0,nan
3677,1,0,0,0,1,0,0,1,0,0,nan
3678,0,0,0,1,0,0,0,0,0,0,nan
3679,0,0,0,0,0,0,1,0,0,0,text
3680,0,0,0,1,0,0,0,0,0,0,nan
3681,1,0,1,0,0,0,0,0,0,0,nan
3682,0,0,0,0,0,0,1,0,0,0,text
3683,1,0,1,0,1,0,0,0,1,0,nan
3684,0,0,0,1,0,0,0,0,0,0,nan
3685,0,0,0,0,0,0,1,0,0,0,text
3686,0,0,0,0,0,0,1,0,0,0,text
3687,1,0,0,1,1,0,0,0,1,1,nan
3688,1,0,1,1,0,0,0,0,0,0,nan
3689,1,0,1,0,1,0,0,0,0,1,nan
3690,1,0,0,1,0,0,0,0,0,0,nan
3691,1,0,1,0,1,0,0,1,0,0,nan
3692,1,0,0,0,0,0,0,0,0,0,nan
3693,0,0,0,1,0,0,0,0,0,0,nan
3694,1,0,0,0,1,0,0,0,0,1,nan
3695,1,1,0,0,0,0,0,0,0,0,nan
3696,1,0,1,0,1,0,0,0,1,0,nan
3697,1,1,0,0,0,0,0,0,0,0,nan
3698,1,0,1,0,1,0,0,0,1,0,nan
3699,1,0,1,0,0,0,0,0,0,0,nan
3700,1,0,0,1,0,0,0,0,0,0,nan
3701,1,0,1,0,1,0,0,1,0,0,nan
3702,1,0,1,0,1,0,0,0,1,0,nan
3703,1,0,0,0,0,0,0,0,0,0,nan
3704,1,0,0,0,1,0,0,0,1,0,nan
3705,0,0,0,1,0,0,0,0,0,0,nan
3706,1,0,1,0,0,0,0,0,0,0,nan
3707,1,0,0,0,1,0,0,1,1,0,nan
3708,0,0,0,0,0,0,1,0,0,0,text
3709,1,0,1,0,1,0,0,1,1,0,nan
3710,0,0,0,1,0,0,0,0,0,0,nan
3711,0,0,0,1,0,0,0,0,0,0,nan
3712,1,0,1,0,0,0,0,0,0,0,nan
3713,0,0,0,0,0,0,1,0,0,0,text
3714,0,0,0,1,0,0,0,0,0,0,nan
3715,1,0,0,0,1,0,0,0,0,1,nan
3716,1,0,0,0,1,0,0,0,0,1,nan
3717,1,0,0,0,0,0,0,0,0,0,nan
3718,0,0,0,0,0,0,1,0,0,0,odd but not entirely irrelevant
3719,1,0,0,0,0,0,0,0,0,0,nan
3720,0,0,0,1,0,0,0,0,0,0,nan
3721,1,0,0,0,1,0,0,0,0,1,nan
3722,1,0,1,0,0,0,0,0,0,0,nan
3723,1,0,0,0,0,0,0,0,0,0,nan
3724,1,0,1,0,1,0,0,1,0,0,nan
3725,0,0,0,0,0,1,0,0,0,0,nan
3726,0,0,0,1,0,0,0,0,0,0,nan
3727,1,0,0,0,1,0,0,0,1,0,nan
3728,1,0,0,0,0,0,0,0,0,0,nan
3729,1,0,0,0,1,0,0,0,0,1,nan
3730,1,0,0,0,1,0,0,0,1,0,nan
3731,1,0,0,0,0,0,0,0,0,0,nan
3732,1,0,0,0,1,0,0,0,0,1,nan
3733,0,0,0,1,0,0,0,0,0,0,nan
3734,0,0,0,0,0,0,1,0,0,0,text
3735,1,0,0,0,1,0,0,1,0,1,nan
3736,1,0,1,0,1,0,0,1,0,0,nan
3737,0,1,0,0,1,0,0,0,0,1,nan
3738,1,0,1,0,1,0,0,1,0,0,nan
3739,1,0,0,0,1,0,0,1,0,1,nan
3740,0,0,0,1,0,0,0,0,0,0,nan
3741,0,0,0,1,0,0,0,0,0,0,nan
3742,0,0,0,1,0,0,0,0,0,0,nan
3743,0,0,0,0,0,0,1,0,0,0,text
3744,0,0,0,1,0,0,0,0,0,0,nan
3745,1,0,1,0,1,0,0,0,1,0,nan
3746,1,0,0,0,1,0,0,0,1,0,nan
3747,1,0,1,0,0,0,0,0,0,0,nan
3748,0,0,0,0,0,1,0,0,0,0,nan
3749,1,0,0,0,0,0,0,0,0,0,nan
3750,1,0,1,0,0,0,0,0,0,0,nan
3751,0,0,0,1,0,0,0,0,0,0,nan
3752,0,0,0,0,0,0,1,0,0,0,text
3753,1,0,0,0,0,0,0,0,0,0,nan
3754,1,0,1,0,1,0,0,1,0,0,nan
3755,1,0,1,0,1,0,0,0,1,0,nan
3756,0,0,0,1,0,0,0,0,0,0,nan
3757,0,0,0,1,0,0,0,0,0,0,nan
3758,0,0,0,0,0,0,1,0,0,0,text
3759,1,0,1,0,0,0,0,0,0,0,nan
3760,1,0,1,0,1,0,0,1,0,0,nan
3761,0,0,0,0,0,0,1,0,0,0,text
3762,0,0,0,0,0,0,1,0,0,0,text
3763,1,0,0,0,1,0,0,0,1,1,nan
3764,1,0,0,0,0,0,0,0,0,0,nan
3765,0,0,0,0,0,1,0,0,0,0,nan
3766,0,0,0,0,0,1,0,0,0,0,nan
3767,0,0,0,0,0,0,1,0,0,0,text
3768,1,0,1,0,0,0,0,0,0,0,nan
3769,1,0,0,0,1,0,0,0,0,1,nan
3770,0,0,0,0,0,1,0,0,0,0,nan
3771,0,0,0,1,0,0,0,0,0,0,nan
3772,1,0,0,0,1,0,0,0,1,0,nan
3773,1,0,0,0,0,0,0,0,0,0,nan
3774,1,0,1,0,1,0,0,0,1,0,nan
3775,0,0,0,0,0,0,1,0,0,0,text
3776,1,0,0,1,1,0,0,0,0,1,nan
3777,1,0,0,0,1,0,0,0,1,0,nan
3778,1,0,0,1,0,0,0,0,0,0,nan
3779,0,0,0,1,0,0,0,0,0,0,nan
3780,0,0,0,1,0,0,0,0,0,0,nan
3781,1,0,0,1,0,0,0,0,0,0,nan
3782,1,0,0,1,1,0,0,0,0,1,nan
3783,1,0,0,0,1,0,0,0,0,1,nan
3784,0,0,0,1,0,0,0,0,0,0,nan
3785,1,0,0,0,1,0,0,0,0,1,nan
3786,1,1,1,1,0,0,0,0,0,0,nan
3787,1,0,0,0,1,0,0,0,0,1,nan
3788,0,0,0,1,0,0,0,0,0,0,nan
3789,1,0,0,0,1,0,0,0,0,1,nan
3790,0,0,0,1,0,0,0,0,0,0,nan
3791,0,0,0,1,0,0,0,0,0,0,nan
3792,1,0,1,0,0,0,0,0,0,0,nan
3793,1,0,1,0,1,0,0,0,1,0,nan
3794,0,0,0,0,0,0,1,0,0,0,text
3795,1,0,1,0,1,0,0,0,1,0,nan
3796,0,0,0,0,0,0,1,0,0,0,text
3797,0,0,0,0,0,1,0,0,0,0,nan
3798,0,0,0,0,0,0,1,0,0,0,text
3799,0,0,0,1,0,0,0,0,0,0,nan
3800,1,0,1,0,1,0,0,1,0,0,nan
3801,0,0,0,1,0,0,0,0,0,0,nan
3802,0,0,0,0,0,1,0,0,0,0,nan
3803,1,0,1,0,1,0,0,1,0,0,nan
3804,1,0,1,0,1,0,0,1,0,0,nan
3805,1,0,0,0,0,0,0,0,0,0,nan
3806,0,0,0,0,1,0,0,0,1,1,nan
3807,1,0,1,0,1,0,0,0,1,0,nan
3808,1,0,0,0,1,0,0,0,1,1,nan
3809,1,0,1,0,1,0,0,1,1,0,nan
3810,0,0,0,0,0,0,1,0,0,0,text
3811,0,0,0,0,0,0,1,0,0,0,text
3812,1,0,0,0,1,0,0,1,0,0,nan
3813,0,0,0,1,0,0,0,0,0,0,nan
3814,0,0,1,0,0,0,0,0,0,0,nan
3815,1,0,1,0,1,0,0,0,1,1,nan
3816,0,0,0,1,0,0,0,0,0,0,nan
3817,1,0,0,0,1,0,0,0,1,0,nan
3818,0,0,0,0,0,0,1,0,0,0,text
3819,0,0,0,1,0,0,0,0,0,0,nan
3820,1,0,1,0,0,0,0,0,0,0,nan
3821,0,0,0,0,0,0,1,0,0,0,text
3822,0,0,0,1,0,0,0,0,0,0,nan
3823,1,0,1,0,1,0,0,0,0,1,nan
3824,0,0,0,0,0,0,1,0,0,0,text
3825,0,0,0,0,0,0,1,0,0,0,text
3826,0,0,0,1,0,0,0,0,0,0,nan
3827,0,0,0,0,0,0,1,0,0,0,text
3828,0,0,0,1,0,0,0,0,0,0,nan
3829,1,0,1,0,0,0,0,0,0,0,nan
3830,1,0,1,0,0,0,0,0,0,0,nan
3831,1,0,0,1,1,0,0,0,1,0,nan
3832,1,0,0,0,1,0,0,0,0,1,nan
3833,1,0,0,0,0,0,0,0,0,0,nan
3834,1,0,1,0,1,0,0,1,1,0,nan
3835,0,0,0,1,0,0,0,0,0,0,nan
3836,0,0,0,0,0,0,1,0,0,0,text
3837,1,0,0,0,1,0,0,0,0,1,nan
3838,1,0,0,0,0,0,0,0,0,0,nan
3839,1,1,0,0,1,0,0,0,0,1,nan
3840,1,0,1,0,1,0,0,1,0,0,nan
3841,1,0,0,1,1,0,0,0,0,1,nan
3842,0,0,0,1,1,0,0,1,1,0,nan
3843,1,0,1,1,0,0,0,0,0,0,nan
3844,0,0,0,0,0,0,1,0,0,0,text
3845,0,0,0,0,0,0,1,0,0,0,text
3846,1,0,0,0,1,0,0,0,0,1,nan
3847,1,0,1,0,1,0,0,1,0,0,nan
3848,0,0,0,1,0,0,0,0,0,0,nan
3849,1,0,0,0,0,0,0,0,0,0,nan
3850,1,0,1,1,0,0,0,0,0,0,nan
3851,0,0,0,1,0,0,0,0,0,0,nan
3852,0,0,0,0,0,0,1,0,0,0,text
3853,0,0,1,0,1,0,0,1,1,0,nan
3854,1,0,0,1,1,0,0,0,1,0,nan
3855,1,0,1,0,1,0,0,1,0,0,nan
3856,0,0,0,0,0,0,1,0,0,0,text
3857,0,0,0,0,0,0,1,0,0,0,text
3858,1,0,1,0,1,0,0,1,0,0,nan
3859,1,0,1,0,0,0,0,0,0,0,nan
3860,0,0,0,1,0,0,0,0,0,0,nan
3861,0,0,0,1,0,0,0,0,0,0,nan
3862,0,0,0,0,0,0,1,0,0,0,text
3863,1,0,0,0,0,0,0,0,0,0,nan
3864,1,0,1,0,0,0,0,0,0,0,nan
3865,1,0,1,0,1,0,0,0,1,0,nan
3866,0,0,1,1,0,0,0,0,0,0,nan
3867,1,0,1,0,1,0,0,1,1,0,nan
3868,0,0,0,1,0,0,0,0,0,0,nan
3869,1,0,0,0,1,0,0,1,0,0,nan
3870,0,0,0,1,0,0,0,0,0,0,nan
3871,1,0,0,0,1,0,0,1,0,0,nan
3872,1,0,0,0,1,0,0,0,1,0,nan
3873,1,0,1,0,1,0,0,1,0,0,nan
3874,1,0,0,0,1,0,0,0,0,1,nan
3875,1,0,0,0,1,0,0,0,0,1,nan
3876,1,0,1,1,0,0,0,0,0,0,nan
3877,0,0,0,1,0,0,0,0,0,0,nan
3878,0,0,0,0,0,0,1,0,0,0,text
3879,1,0,0,1,1,0,0,0,1,0,nan
3880,0,0,0,0,0,0,1,0,0,0,text
3881,0,0,0,1,0,0,0,0,0,0,nan
3882,0,0,0,0,0,0,1,0,0,0,text
3883,1,0,1,0,0,0,0,0,0,0,nan
3884,0,0,0,1,0,0,0,0,0,0,nan
3885,0,0,0,0,0,0,1,0,0,0,text
3886,1,0,1,0,1,0,0,0,1,0,nan
3887,1,0,1,0,0,0,0,0,0,0,nan
3888,0,0,0,1,0,0,0,0,0,0,nan
3889,0,0,0,1,0,0,0,0,0,0,nan
3890,1,0,0,0,0,0,0,0,0,0,nan
3891,1,0,0,0,1,0,0,0,0,1,nan
3892,1,0,0,0,1,0,0,0,0,1,nan
3893,1,0,1,0,0,0,0,0,0,0,nan
3894,0,0,0,1,0,0,0,0,0,0,nan
3895,0,0,0,1,0,0,0,0,0,0,nan
3896,0,0,0,1,0,0,0,0,0,0,nan
3897,1,0,0,1,1,0,0,0,0,1,nan
3898,1,0,0,0,0,0,0,0,0,0,nan
3899,0,0,0,1,0,0,0,0,0,0,nan
3900,1,0,1,0,1,0,0,0,1,0,nan
3901,1,0,0,0,0,0,0,0,0,0,nan
3902,1,0,0,0,1,0,0,1,0,0,nan
3903,0,0,0,1,0,0,0,0,0,0,nan
3904,0,0,0,1,0,0,0,0,0,0,nan
3905,1,0,0,1,0,0,0,0,0,0,nan
3906,1,0,0,0,0,0,0,0,0,0,nan
3907,1,0,1,0,1,0,0,1,0,0,nan
3908,0,0,0,0,0,0,1,0,0,0,text
3909,1,0,0,0,1,0,0,0,1,0,nan
3910,1,0,1,0,0,0,0,0,0,0,nan
3911,1,0,1,0,1,0,0,1,0,0,nan
3912,1,0,0,0,1,0,0,0,0,1,nan
3913,1,0,0,0,1,0,0,0,0,1,nan
3914,1,0,0,0,1,0,0,0,0,1,nan
3915,1,0,0,0,1,0,0,1,1,0,nan
3916,1,0,0,0,0,0,0,0,0,0,nan
3917,0,0,0,0,0,0,1,0,0,0,text
3918,1,0,1,0,1,0,0,1,0,0,nan
3919,0,0,0,0,0,0,1,0,0,0,text
3920,0,0,0,0,0,0,1,0,0,0,text
3921,1,0,0,0,1,0,0,0,0,1,nan
3922,0,0,0,0,0,0,1,0,0,0,text
3923,0,0,0,0,0,0,1,0,0,0,text
3924,0,0,0,1,0,0,0,0,0,0,nan
3925,0,0,0,1,0,0,0,0,0,0,nan
3926,0,0,0,0,0,0,1,0,0,0,text
3927,1,0,0,0,1,0,0,1,0,0,nan
3928,1,1,0,0,1,0,0,1,1,0,nan
3929,0,0,0,1,0,0,0,0,0,0,nan
3930,0,0,0,0,0,1,0,0,0,0,nan
3931,1,0,0,0,1,0,0,0,0,1,nan
3932,1,0,1,0,1,0,0,1,0,0,nan
3933,1,0,0,0,0,0,0,0,0,0,nan
3934,1,0,1,0,1,0,0,0,1,0,nan
3935,1,0,0,1,0,0,0,0,0,0,nan
3936,1,0,1,0,1,0,0,1,0,0,nan
3937,1,0,0,0,1,0,0,0,0,1,nan
3938,0,0,0,0,0,0,1,0,0,0,text
3939,0,0,0,1,0,0,0,0,0,0,nan
3940,0,0,0,1,0,0,0,0,0,0,nan
3941,0,0,0,0,0,0,1,0,0,0,text
3942,0,0,0,0,0,0,1,0,0,0,text
3943,0,0,0,1,0,0,0,0,0,0,nan
3944,0,0,0,0,0,1,0,0,0,0,nan
3945,1,0,0,0,1,0,0,1,0,1,nan
3946,0,0,0,0,0,0,1,0,0,0,text
3947,1,0,0,0,1,0,0,0,1,0,nan
3948,0,0,0,1,0,0,0,0,0,0,nan
3949,0,0,0,0,0,0,1,0,0,0,text
3950,1,0,0,0,0,0,0,0,0,0,nan
3951,0,0,0,1,0,0,0,0,0,0,nan
3952,1,0,0,0,0,0,0,0,0,0,nan
3953,1,0,1,0,1,0,0,0,1,0,nan
3954,1,0,0,0,0,0,0,0,0,0,nan
3955,0,0,0,0,0,0,1,0,0,0,text
3956,1,0,1,0,1,0,0,1,0,0,nan
3957,1,0,0,0,1,0,0,1,0,0,nan
3958,1,0,1,0,1,0,0,1,0,0,nan
3959,0,0,0,1,0,0,0,0,0,0,nan
3960,0,0,0,0,0,1,0,0,0,0,nan
3961,1,0,1,0,0,0,0,0,0,0,nan
3962,0,0,0,1,0,0,0,0,0,0,nan
3963,1,0,1,0,0,0,0,0,0,0,nan
3964,1,0,1,0,0,0,0,0,0,0,nan
3965,1,0,0,0,1,0,0,0,1,1,nan
3966,1,0,0,1,0,0,0,0,0,0,nan
3967,0,0,0,1,0,0,0,0,0,0,nan
3968,0,0,0,0,0,0,1,0,0,0,text
3969,1,0,0,0,0,0,0,0,0,0,nan
3970,1,0,1,0,1,0,0,1,1,0,nan
3971,0,0,0,1,0,0,0,0,0,0,nan
3972,1,0,0,0,1,0,0,0,0,1,nan
3973,0,0,0,0,0,0,1,0,0,0,text
3974,1,0,1,0,1,0,0,0,1,0,nan
3975,0,0,0,0,0,0,1,0,0,0,text
3976,0,0,0,1,0,0,0,0,0,0,nan
3977,0,0,0,1,0,0,0,0,0,0,nan
3978,1,1,0,0,1,0,0,0,1,0,nan
3979,0,0,0,0,0,0,1,0,0,0,text
3980,0,0,0,0,0,0,1,0,0,0,text
3981,0,0,0,1,0,0,0,0,0,0,nan
3982,0,0,0,1,0,0,0,0,0,0,nan
3983,1,0,1,0,1,0,0,0,0,1,nan
3984,0,0,0,0,0,0,1,0,0,0,text
3985,0,0,0,0,0,0,1,0,0,0,text
3986,0,0,0,0,0,0,1,0,0,0,text
3987,1,0,0,0,0,0,0,0,0,0,nan
3988,0,0,0,1,0,0,0,0,0,0,nan
3989,1,0,1,0,1,0,0,0,1,0,nan
3990,0,0,0,1,0,0,0,0,0,0,nan
3991,0,0,0,0,0,1,0,0,0,0,nan
3992,0,0,0,1,0,0,0,0,0,0,nan
3993,0,0,0,0,0,0,1,0,0,0,text
3994,1,0,0,0,1,0,0,1,0,0,nan
3995,0,0,0,0,0,0,1,0,0,0,text
3996,1,0,1,0,1,0,0,0,1,0,nan
3997,1,0,0,0,0,0,0,0,0,0,nan
3998,1,0,0,0,1,0,0,0,0,1,nan
3999,1,0,0,0,0,0,0,0,0,0,nan
4000,1,0,1,0,0,0,0,0,0,0,nan
4001,1,0,1,0,0,0,0,0,0,0,nan
4002,0,0,0,0,0,1,1,0,0,0,text
4003,1,0,1,0,1,0,0,0,1,0,nan
4004,0,0,0,0,0,0,1,0,0,0,text
4005,1,0,1,0,1,0,0,0,1,0,nan
4006,1,0,1,0,1,0,0,0,1,1,nan
4007,1,0,1,0,0,0,0,0,0,0,nan
4008,0,0,0,1,0,0,0,0,0,0,nan
4009,0,0,0,1,0,0,0,0,0,0,nan
4010,0,0,0,1,0,0,0,0,0,0,nan
4011,1,0,1,0,0,0,0,0,0,0,nan
4012,0,0,0,0,0,0,1,0,0,0,text
4013,0,0,0,0,0,0,1,0,0,0,text
4014,1,0,1,0,1,0,0,0,0,1,nan
4015,0,0,0,1,0,0,0,0,0,0,nan
4016,0,0,0,1,0,0,0,0,0,0,nan
4017,1,0,0,0,1,0,0,0,0,1,nan
4018,1,0,0,0,0,0,0,0,0,0,nan
4019,0,0,0,1,0,0,0,0,0,0,nan
4020,1,0,1,0,1,0,0,0,1,0,nan
4021,0,0,0,0,0,0,1,0,0,0,text
4022,1,0,0,0,1,0,0,1,1,0,nan
4023,1,0,0,0,1,0,0,0,1,0,nan
4024,0,0,0,0,0,0,1,0,0,0,text
4025,1,0,0,0,1,0,0,0,0,1,nan
4026,0,0,0,0,0,1,1,0,0,0,text
4027,1,0,0,0,1,0,0,0,1,1,nan
4028,1,0,0,0,0,0,0,0,0,0,nan
4029,0,0,0,0,0,0,1,0,0,0,text
4030,0,0,0,0,0,0,1,0,0,0,text
4031,0,0,0,0,0,0,1,0,0,0,text
4032,1,0,0,0,1,0,0,0,0,1,nan
4033,0,0,0,0,0,0,1,0,0,0,text
4034,0,0,0,0,0,0,1,0,0,0,text
4035,0,0,0,1,0,0,0,0,0,0,nan
4036,0,0,0,1,0,0,0,0,0,0,nan
4037,1,0,0,0,0,0,0,0,0,0,nan
4038,0,0,0,1,0,0,0,0,0,0,nan
4039,0,0,0,1,0,0,0,0,0,0,nan
4040,1,0,1,0,1,0,0,1,0,0,nan
4041,1,1,0,0,0,0,0,0,0,0,nan
4042,0,0,0,0,0,0,1,0,0,0,text
4043,1,0,1,0,0,0,0,0,0,0,nan
4044,0,0,0,0,0,0,1,0,0,0,text
4045,0,0,0,1,0,0,0,0,0,0,nan
4046,1,0,1,0,1,0,0,0,1,0,nan
4047,1,0,1,0,1,0,0,0,1,0,nan
4048,1,0,1,0,1,0,0,0,1,0,nan
4049,1,0,0,0,0,0,0,0,0,0,nan
4050,0,0,0,0,0,1,0,0,0,0,nan
4051,0,0,0,1,0,0,0,0,0,0,nan
4052,0,0,0,1,0,0,0,0,0,0,nan
4053,1,0,1,0,1,0,0,1,0,0,nan
4054,1,0,1,0,0,0,0,0,0,0,nan
4055,0,0,0,0,0,1,0,0,0,0,doesn't make sense
4056,1,0,0,0,1,0,0,0,0,1,nan
4057,1,0,0,0,1,0,0,0,1,0,nan
4058,0,0,0,1,1,0,0,0,1,0,nan
4059,0,0,0,0,0,0,1,0,0,0,text
4060,0,0,0,1,0,0,0,0,0,0,nan
4061,0,0,0,0,1,0,0,0,1,1,nan
4062,1,0,1,0,0,0,0,0,0,0,nan
4063,1,0,0,0,1,0,0,0,0,1,nan
4064,0,0,0,1,0,0,0,0,0,0,nan
4065,1,0,0,0,0,0,0,0,0,0,nan
4066,0,0,0,1,0,0,0,0,0,0,nan
4067,0,0,0,1,0,0,0,0,0,0,nan
4068,1,0,0,0,1,0,0,0,1,1,nan
4069,0,0,1,0,1,0,0,0,1,1,nan
4070,1,0,0,0,1,0,0,0,1,0,nan
4071,0,0,0,1,0,0,0,0,0,0,nan
4072,0,0,0,1,0,0,0,0,0,0,nan
4073,0,0,0,0,0,0,1,0,0,0,text
4074,0,0,0,1,0,0,0,0,0,0,nan
4075,1,0,0,0,1,0,0,0,0,1,nan
4076,1,0,1,0,0,0,0,0,0,0,nan
4077,1,0,1,0,1,0,0,0,0,1,nan
4078,1,0,1,0,1,0,0,0,1,0,nan
4079,0,0,0,0,0,1,0,0,0,0,does not make sense
4080,1,0,1,0,1,0,0,1,0,0,nan
4081,1,1,1,0,0,0,0,0,0,0,nan
4082,1,0,0,0,1,0,0,0,1,0,nan
4083,0,0,0,0,0,0,1,0,0,0,text
4084,1,0,1,0,1,0,0,1,0,0,nan
4085,0,0,0,0,0,0,1,0,0,0,text
4086,0,0,0,0,0,0,1,0,0,0,text
4087,0,0,0,0,0,0,1,0,0,0,text
4088,0,0,0,0,0,0,1,0,0,0,text
4089,1,0,0,0,1,0,0,0,1,0,nan
4090,0,0,0,0,0,1,1,0,0,0,text
4091,0,0,1,1,0,0,0,0,0,0,nan
4092,0,0,0,1,0,0,0,0,0,0,nan
4093,1,0,0,0,0,0,0,0,0,0,nan
4094,0,0,0,0,0,0,1,0,0,0,text
4095,1,0,1,0,1,0,0,0,1,0,nan
4096,0,0,0,1,0,0,0,0,0,0,nan
4097,1,0,0,1,0,0,0,0,0,0,nan
4098,0,0,0,1,0,0,0,0,0,0,nan
